Municipality,Establishment,License Number,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
Cooksville,"Long Branch Again, Inc.",120707752,5,4243680.7,3876315.97,367364.73,1428814,1061438.97,367375.03,126822.75,108172.33,18650.42
Lyons,Waterworks Pizzeria & Tavern INC.,120707751,6,3159562,2836498.16,323063.84,1200643,877579.36,323063.64,111337.46,94964.3,16373.16
Peoria,"Castle's Patio Inn, Inc.",120707749,6,2812675.33,2540486.06,272189.27,1101477,829287.73,272189.27,93838.89,80039.07,13799.82
Naplate,Mobak Inc.,120707748,6,3522735.3,3239550.32,283184.98,1318410,1035225.02,283184.98,97763.02,83386.12,14376.9
Bloomington,Old English INN LTD.,120707746,5,9041309.62,8365712.49,675597.13,3294863,2619265.58,675597.42,232942.82,198686.51,34256.31
Dunlap,Christi's Den Incorporated,120707741,6,1556747.97,1434041.76,122706.21,601324,478617.79,122706.21,42379.45,36147.19,6232.26
Peoria,"The Third Degree Club, Inc.",120707737,3,169519.77,155769.7,13750.07,63584,49834.27,13749.73,4731.45,4035.62,695.83
Sangamon County,"Mama Lee's Sandbar, Inc",120707734,6,4814018.78,4391098.59,422920.19,1538584,1115663.81,422920.19,145912.38,124454.68,21457.7
Benson,"A.J.'s Lounge of Benson, Inc.",120707733,6,2837840.86,2613807.62,224033.24,878086,654052.76,224033.24,77284.77,65919.37,11365.4
Peoria,"J & J Pizza Plus, Inc.",120707730,4,2705666.11,2462044.07,243622.04,993563,749940.96,243622.04,84126.16,71754.69,12371.47
Peoria County,"EDWARDS TAVERN, INC.",120707727,5,1167061.63,1073703.63,93358,411506,318147.66,93358.34,32200.3,27464.97,4735.33
Breese,"The Dutchmen's Tavern, Inc.",120707726,6,2289249.42,2102770.37,186479.05,852248,665738.95,186509.05,64489.88,55006.08,9483.8
Loves Park,"Town Hall Lounge, Inc.",120707724,6,2961076.62,2708709.24,252367.38,1114334,861966.62,252367.38,87005.38,74210.49,12794.89
Mount Carroll,"PINS4CRUISIN, LLC",120707671,5,141974.91,130279.93,11694.98,56118,44423.3,11694.7,3976.2,3391.46,584.74
Melrose Park,"ELITE CAFE & BILLIARDS, INC.",120707670,5,1417965.42,1307599.57,110365.85,487383,377017.15,110365.85,37988.54,32402,5586.54
Calumet City,"Bagley's Clubhouse, Inc.",120707668,6,3769762.21,3426412.98,343349.23,1390445,1047090.77,343354.23,118378.77,100970.12,17408.65
Dixon,"Zero Red, Inc.",120707661,6,4399847.76,3982954.81,416892.95,1501151,1084257.91,416893.09,144011.93,122833.69,21178.24
Calumet City,"JUS MINE, INCORPORATED",120707653,5,2684202.52,2526017.81,158184.71,918134,759949.29,158184.71,54669.26,46629.68,8039.58
Granite City,KGA Enterprises Inc.,120707641,6,5460680.58,4969251.02,491429.56,1737688,1246251.11,491436.89,169424.22,144508.9,24915.32
Streator,"The New Oakley Inn of Streator, Inc.",120707638,6,7342589.83,6732232.42,610357.41,2156427,1546069.69,610357.31,210613.84,179641.24,30972.6
Melrose Park,"HOSS, INC.",120707636,6,415702.23,369838.92,45863.31,144603,98739.09,45863.91,15750.76,13434.48,2316.28
Madison,"Perigen's Tavern, Inc.",120707634,6,2933183.74,2665992.04,267191.7,1101808,834616.35,267191.65,92145.8,78594.95,13550.85
DeKalb,"Sullivan's Tavern, INC.",120707633,6,4360011.84,3943819.11,416192.73,1609489,1193296.27,416192.73,143574.07,122460.23,21113.84
Capron,Terry B. Logan,120707631,5,1025384.7,941845.7,83539,377856,294297,83559,28410.17,24232.22,4177.95
Melrose Park,"EL DOS DE OROS, INC.",120707559,6,2726687.61,2463433.7,263253.91,1016744,753490.09,263253.91,90957.96,77581.8,13376.16
Melrose Park,SANCHEZ BROTHERS CORP.,120707557,6,3330449.89,3025792.03,304657.86,1207167,902509.14,304657.86,105213.9,89741.27,15472.63
Oak Lawn,"Demma's Lounge, Inc.",120707554,6,6867398.83,6229038.81,638360.02,2447673,1809312.63,638360.37,220143.32,187769.29,32374.03
Staunton,Berry's Bar Inc.,120707550,6,1444088.34,1309955.38,134132.96,497476,363343.14,134132.86,46301.22,39492.24,6808.98
Quincy,"GROOTENS, INC.",120707543,3,1164981.32,1055069.21,109912.11,400472,290560.44,109911.56,37920.01,32343.57,5576.44
Oglesby,Laura Wilsman,120707541,6,1563470.72,1429543.98,133926.74,522243,388316.26,133926.74,46209.25,39413.76,6795.49
Champaign,"ADI of Champaign, Inc.",120707531,6,9926307.36,9124175,802132.36,3891631,3089475.11,802155.89,276884.42,236166.11,40718.31
Tazewell County,"Danny R. Espinoza, Ltd.",120707530,6,3657830.72,3336445.87,321384.85,1215386,894001.15,321384.85,111023.02,94696.11,16326.91
Wood Dale,"JB's Inn, Inc.",120707525,6,4064166.78,3711680.84,352485.94,1324982,972496.06,352485.94,121760.72,103854.75,17905.97
Berwyn,"Mr. D's 12th Street Rag, Inc.",120707524,6,3092015.84,2791930.66,300085.18,1139190,839104.52,300085.48,103585.37,88352.24,15233.13
Bloomington,"West Side Liquors, Inc.",120707519,5,5246795.06,4767442.56,479352.5,1697696,1218343.42,479352.58,165402.35,141078.47,24323.88
Marseilles,Illini Lounge LLC,120707517,6,2379176.95,2136126.18,243050.77,852349,609298.28,243050.72,83727.74,71414.84,12312.9
Virden,"Showtime Lanes, Inc",120707515,6,2245088.83,2027268.98,217819.85,699103,481283.37,217819.63,75086.56,64044.41,11042.15
Wood Dale,"TOMCZAK'S TAP, INC.",120707512,5,506347.36,458169.07,48178.29,177729,129550.71,48178.29,16470.99,14048.8,2422.19
Banner,"DE & DR Enterprises, LTD.",120707507,5,1524498.23,1394453.4,130044.83,507741,377696.43,130044.57,44901.86,38298.66,6603.2
Peoria County,"CATHY'S CUE & BREW, INC.",120707500,6,2244113.65,2033791.55,210322.1,754758,544436.24,210321.76,72601.79,61925.05,10676.74
La Salle,"Carrie - All, Inc.",120707498,5,3303895.6,3022189.88,281705.72,1051441,769735.29,281705.71,97160.2,82871.93,14288.27
Lockport,"Jackie's Pub, Inc.",120707496,6,9113866.1,8472316.47,641549.63,3486620,2845070.37,641549.63,221373.07,188818.24,32554.83
St. Clair County,"Karban Enterprises, LLC",120707440,6,2280850.36,2041986.03,238864.33,817017,578152.87,238864.13,82243.56,70148.9,12094.66
Blue Island,"G & L Inn, Inc.",120707438,6,3097507.68,2789225.94,308281.74,1074054,765772.96,308281.04,106421.58,90771.36,15650.22
Ottawa,"DAYTON RIDGE GOLF CLUB, LLC",120707428,4,466486.84,430262.72,36224.12,175602,139377.88,36224.12,12516.56,10675.91,1840.65
Bloomington,"Gill Street Group, LLC ",120707425,5,5544173.57,4919742.54,624431.03,2016355,1391923.97,624431.03,215416.57,183737.66,31678.91
Decatur,NJ's Place Inc,120707318,5,2329100.72,2103224.97,225875.75,1097242,871366.25,225875.75,77779.55,66341.39,11438.16
Jersey County,Alton Motorboat Club,120707317,4,324578.09,292476.43,32101.66,109944,77842.34,32101.66,11091.13,9460.08,1631.05
Decatur,"Dale & Jackie's Discount Liquors, Inc.",120707316,6,7731119.35,7048619.96,682499.39,2830036,2147536.61,682499.39,235493.48,200862.1,34631.38
Prospect Heights,Seoul Billiards Corp.,120707315,6,7075411.65,6420564.36,654847.29,2746393,2091526.69,654866.31,226032.44,192792.38,33240.06
Polo,"J-Five, Inc.",120707314,6,3062900.45,2774378.01,288522.44,1101942,813419.56,288522.44,99525.75,84889.64,14636.11
Lemont,"MQ2, INC.",120707312,2,354874.85,318403.45,36471.4,100857,64385.65,36471.35,12560.04,10712.99,1847.05
Decatur,"ELMER'S TAVERN, INC.",120707311,6,6073689.07,5555857.2,517831.87,2008463,1490631.13,517831.87,178800.76,152506.55,26294.21
Decatur,"Decatur Package, Inc.",120707309,6,3594419.19,3242369.26,352049.93,1368541,1016491.07,352049.93,121377.71,103528.07,17849.64
Monticello,"East End Tavern, LTD.",120707306,6,4361689.92,3970612.26,391077.66,1643484,1252406.34,391077.66,134939.15,115095.16,19843.99
Decatur,"Decatur Eleventh Frame Lounge, Inc.",120707303,6,4167354.93,3767046.34,400308.59,1555612,1155290.68,400321.32,138017.56,117720.87,20296.69
Taylorville,Cork 'N Keg Inc.,120707302,5,975135.71,880446.54,94689.17,360030,265340.37,94689.63,32643.08,27842.61,4800.47
Chillicothe,CHILLICOTHE STEAK HOUSE INC.,120707285,6,3436279.25,3146598.25,289681,983962,694281.19,289680.81,99824.73,85144.63,14680.1
Marseilles,Kim C. Frye,120707277,6,4351141.06,3983898.7,367242.36,1435526,1068282.55,367243.45,126546.46,107936.68,18609.78
Pittsfield,"Lindsays' Too, Inc.",120707219,5,209131.3,183051.34,26079.96,81585,55505.16,26079.84,8981.14,7660.38,1320.76
Pittsfield,"Lindsay's Tavern, Inc.",120707218,6,2818836.52,2525358.05,293478.47,1018833,725354.53,293478.47,101017.59,86162.06,14855.53
Joliet,G.N.U Enterprises Inc,120707216,6,748857.57,674078.91,74778.66,262796,188017.44,74778.56,25725.17,21942.03,3783.14
Rockford,"Colombi Enterprises, Inc. ",120707213,6,5181579.33,4758630.98,422948.35,1770274,1347305.65,422968.35,145718.74,124289.5,21429.24
Godley,MICHELLE'S S I INC.,120707212,6,4597402.51,4083987.05,513415.46,1647922,1134506.47,513415.53,177215.87,151154.73,26061.14
East Moline,"Jimbos Knucklehead Saloon, Inc.",120707209,6,3729512.66,3364633.63,364879.03,1111016,746136.97,364879.03,125979.29,107452.94,18526.35
Granite City,Mexican Honorary Commission,120707201,6,2709445.55,2514222.28,195223.27,894999,699775.73,195223.27,67462.05,57541.17,9920.88
Herrin,"Teddy's Sports Bar and Grill, Inc.",120707199,6,2117585.36,1962299.63,155285.73,838662,683376.27,155285.73,53490.54,45624.3,7866.24
South Beloit,Bilardello Inc.,120707196,6,1334499.36,1225825.13,108674.23,476740,368065.61,108674.39,37489.75,31976.55,5513.2
Adams County,"GROVE INN, INC",120707190,6,2558618.17,2301470.77,257147.4,871495,614348,257147,88476.03,75464.85,13011.18
Bellwood,"HIDEAWAY LOUNGE, INC.",120707189,6,916285.68,819759.8,96525.88,376327,279801.12,96525.88,33260.3,28369.12,4891.18
Wenona,Nancy L. Derubeis,120707184,6,5232755.88,4827457.3,405298.58,1608133,1202816.27,405316.73,140005.7,119416.62,20589.08
Manteno,Chalk It Up Billiards & Arcade Inc.,120707141,5,1502580.9,1367609.75,134971.15,521171,386200.51,134970.49,46474.13,39639.73,6834.4
Champaign,"Tumble Inn, Inc.",120707138,6,10646602.9,9822567.57,824035.33,4480657,3656621.67,824035.33,284421.02,242594.39,41826.63
Fox Lake,92 East Inc.,120707137,6,3993312.28,3631376.2,361936.08,1278259,916323.12,361935.88,124865.54,106502.96,18362.58
Quincy,THEODORE J WEMHOENER,120707134,4,903210.59,790491.34,112719.25,321791,209072.28,112718.72,38799.52,33093.72,5705.8
Decatur,BURL ENTERPRIZES INC.,120707132,5,2263708.83,2076703.68,187005.15,776376,589370.7,187005.3,64228.04,54782.75,9445.29
Lyons,"T.J.S. Enterprises, Inc.",120707131,6,3078406.86,2754748.96,323657.9,1082902,759244.1,323657.9,111692.22,95266.93,16425.29
Hickory Hills,VITO AND NICKS II HICKORY HILLS INC.,120707120,6,1204135.23,1095614.92,108520.31,411677,303156.69,108520.31,37414.86,31912.69,5502.17
Sesser,"Double ""R"" Bar, Inc.",120707116,5,1629445.81,1501680.51,127765.3,616296,488530.7,127765.3,44065.55,37585.32,6480.23
La Salle County,Cynthia Simpson,120707115,3,237325.26,213765.43,23559.83,81073,57513.17,23559.83,8117.32,6923.6,1193.72
Tiskilwa,Indian Valley Inn II Inc.,120707114,5,843485.97,775103.92,68382.05,286761,218378.95,68382.05,23728.89,20239.36,3489.53
Springfield,Heather J Wise,120707011,6,4366511.09,4076715.62,289795.47,1285876,996080.53,289795.47,99846.67,85163.35,14683.32
St. Clair County,"J.R.'s Last Call, Inc.",120707006,6,3514908.11,3193432.13,321475.98,1124873,803405.21,321467.79,111042.34,94712.59,16329.75
Fairbury,"Gig's Place Bar & Grill, Inc.",120707004,4,319805.33,296155.12,23650.21,94789,71138.89,23650.11,8127.59,6932.35,1195.24
Momence,OFF THE VINE INC.,120707003,5,68008.58,65972.48,2036.1,23120,21083.9,2036.1,692.29,590.48,101.81
Will County,"G & D's Bar, Inc.",120707000,6,4440645.18,4048951.33,391693.85,1338063,946369.15,391693.85,135154.41,115278.75,19875.66
Carmi,WABB ENTERPRISES OF ILLINOIS LLC,120706997,6,143446.14,132231.42,11214.72,41298,30083.28,11214.72,3812.99,3252.26,560.73
Streator,"Crescent Lounge, Inc.",120706984,6,2413284.09,2244739.43,168544.66,899302,730744.34,168557.66,58291.78,49719.46,8572.32
Peoria,"Coles Corner Tap, Inc.",120706983,6,4864356.62,4395296.76,469059.86,1948523,1479463.14,469059.86,161797.99,138004.16,23793.83
Kewanee,Woodz's G & Z Inc.,120706982,6,3835679.73,3519304.72,316375.01,1132986,816593.6,316392.4,109042.26,93006.62,16035.64
Lamoille,BRUTE'S R & R INC.,120706980,6,1307891,1172133.63,135757.37,440027,304269.63,135757.37,46868.32,39975.94,6892.38
Peoria,"Famous City Bistro, Inc.",120706976,6,19465203.97,17759969.95,1705234.02,6838171,5132936.73,1705234.27,588613.06,502052.31,86560.75
Mason County,"HIALEAH CLUB, INC.",120706973,6,2499193.12,2261520.23,237672.89,725445,487771.92,237673.08,81978.41,69922.76,12055.65
Morris,S. H. 32 Inc.,120706969,6,3419808.22,3116951.54,302856.68,1246336,943474.32,302861.68,104652.03,89262.01,15390.02
Springfield,"LARJ, Inc.",120706968,6,5236032.36,4718244.48,517787.88,1985983,1468173.96,517809.04,178482.8,152235.32,26247.48
Rockford,"Gesner Investments, LLC ",120706967,6,6828212.89,6101489.13,726723.76,2294716,1567992.09,726723.91,250485.68,213649.57,36836.11
Danville,"L & H TAVERN, INC.",120706966,6,3045202.3,2772283.75,272918.55,1114688,841769.45,272918.55,94088.25,80251.72,13836.53
Roscoe,"Hoffman House of East Rockford, Inc.",120706964,6,5285961.65,4884935.03,401026.62,1875168,1474141.48,401026.52,138215.69,117889.84,20325.85
Mendon,"MENDON'S DINER & TAP, INC.",120706963,5,814881.86,726269.43,88612.43,257049,168436.87,88612.13,30444.68,25967.51,4477.17
Midlothian,"Coaches Bar, Inc.",120706960,6,3597693.72,3289944.07,307749.65,1232202,924437.4,307764.6,106064.66,90466.94,15597.72
Sangamon County,"Parkway Pub, Inc.",120706956,6,3678904.77,3391002.57,287902.2,1340553,1052650.82,287902.18,99223.03,84631.41,14591.62
Bartonville,"Pizza Dave's, Inc.",120706955,3,739919.78,691712.68,48207.1,255759,207551.9,48207.1,16633.83,14187.66,2446.17
Crest Hill,American Italian Cultural Society,120706951,5,365565.73,332717.21,32848.52,152090,119241.48,32848.52,11316.11,9651.99,1664.12
Highland,"ODD MONKY,INC.",120706946,6,3873374.97,3485480.18,387894.79,1402603,1014708.21,387894.79,133798.92,114122.62,19676.3
Okawville,"Original Springs Hotel, Inc.",120706943,5,1323909.42,1219685.74,104223.68,450100,345876.32,104223.68,35902.83,30623,5279.83
Morris,DJB Pub Corp.,120706940,6,3933802.75,3543874.29,389928.46,1264597,874668.54,389928.46,134614.8,114818.51,19796.29
Joliet,"Double J Sports Bar, Inc",120706935,6,9369222.22,8621170.58,748051.64,3360639,2612587.36,748051.64,258051.48,220102.73,37948.75
Blue Island,"Tiggs Park, Inc.",120706857,6,3539747.95,3213569.81,326178.14,1509471,1183292.86,326178.14,112492.43,95949.44,16542.99
Minonk,RIFF'S INC.,120706853,6,2331902.97,2161322.22,170580.75,786329,615748.25,170580.75,58746.61,50107.4,8639.21
Pekin,"The Boardwalk, Inc.",120706852,6,3155882.03,2855121.93,300760.1,1246302,945541.9,300760.1,103872.63,88597.24,15275.39
Danville,"Lincoln Lanes, Inc.",120706850,6,2720869.72,2520313.95,200555.77,987535,786978.87,200556.13,69096.06,58934.9,10161.16
Loves Park,"Hope and Anchor English Pub, Inc.",120706849,5,930321.61,854306.75,76014.86,347357,271342.14,76014.86,26186.17,22335.28,3850.89
Marseilles,John W. Hicks,120706847,6,4324874.08,4020504.31,304369.77,1392974,1088604.23,304369.77,104945.05,89511.95,15433.1
Morris,"B & D INVESTMENTS OF ILLINOIS, INC.",120706845,6,1939289.7,1753457.38,185832.32,686248,500415.68,185832.32,64145.93,54712.67,9433.26
Fox Lake,"J.P.'Z, INC.",120706774,6,3359790.2,3031264.94,328525.26,1159338,830812.74,328525.26,113292.94,96632.22,16660.72
Roscoe,Jackpot Joe's LLC,120706773,6,6525222.7,5921367.83,603854.87,2230749,1626894.13,603854.87,208361.92,177720.47,30641.45
Ludlow,"POP'S PLACE, INC.",120706772,6,2297883.66,2105585.63,192298.03,743850,551551.97,192298.03,66533.24,56748.94,9784.3
Chatham,"Chatham Pub Partners, LLC",120706770,6,3028744.27,2808965.32,219778.95,1111659,891880.05,219778.95,75831.9,64680.15,11151.75
Nora,"The Nora Bar, Inc.",120706765,6,498423.67,436572.39,61851.28,185127,123275.72,61851.28,21232.7,18110.27,3122.43
Sterling,"Ric-N-Boad, Inc.",120706759,6,817058.22,739527.59,77530.63,283326,205795.37,77530.63,26367.11,22489.6,3877.51
Thomasboro,"Central Tavern, LLC",120706753,6,2582691.94,2439807.09,142884.85,870393,727508.37,142884.63,49344.37,42087.82,7256.55
Springfield,"Spammy's, Inc.",120706742,5,1830658.43,1656420.82,174237.61,592662,418525.42,174136.58,60139.5,51295.43,8844.07
Bloomington,"BillHill, Inc.",120706741,5,4124532.89,3751391.56,373141.33,1429387,1056245.6,373141.4,128598.33,109686.81,18911.52
Morrison,"B.A.D. SALOON, INC.",120706740,6,2922546.46,2670863.59,251682.87,832154,580471.13,251682.87,86759.17,74000.5,12758.67
Centralia,"Rocky Rhodes of Centralia, Inc.",120706732,6,571272.19,515084.44,56187.75,194223,138035.25,56187.75,19103.87,16294.48,2809.39
Galesburg,"STEEL HORSE SALOON, INC.",120706726,6,2232790.39,1994162.01,238628.38,715117,476488.62,238628.38,83344.65,71088.07,12256.58
Beaverville,"BEAVERVILLE PUB, INC.",120706719,6,3471293.97,3178242.19,293051.78,994101,701049.22,293051.78,101243.47,86354.74,14888.73
Fulton County,"Scapecchi's Supper Club, Inc.",120706717,3,171860.55,156555.09,15305.46,68916,53610.24,15305.76,5257.61,4484.44,773.17
Wauconda,"MORRIS PIZZA, INC.",120706716,6,3170940.01,2899681.88,271258.13,1138119,866861.01,271257.99,93669.97,79894.98,13774.99
Wood Dale,"WOOD DALE EXPRESS, INC.",120706715,6,9085436.51,8316832.11,768604.4,3439015,2670410.6,768604.4,264903.12,225946.77,38956.35
McCullom Lake,"ALL SPORTS BAR & GRILL, INC.",120706714,6,3420170.02,3085057.51,335112.51,1343503,1008390.89,335112.11,115624.87,98621.23,17003.64
McCook,"MCCOOK BOHEMIAN/AMERICAN FAMILY RESTAURANT, INC.",120706682,6,2044495.13,1873590.48,170904.65,671169,500264.35,170904.65,58867.16,50210.23,8656.93
Sangamon County,"Cottage Inn, Inc.",120706678,6,3127804.89,2857465.24,270339.65,988997,718657.35,270339.65,93165.36,79464.58,13700.78
Will County,"Terrace Inn, Inc.",120706673,4,467189.91,418974.04,48215.87,176545,128328.55,48216.45,16671.69,14220,2451.69
Fox Lake,"Hello Folks, Inc.",120706672,6,2420763.13,2221184.43,199578.7,820990,621411.36,199578.64,68703.06,58599.66,10103.4
New Berlin,"S and S Enterprise Ventures, Corp.",120706669,6,4551374.94,4187714.81,363660.13,1443535,1079856.77,363678.23,125430.37,106984.74,18445.63
Grantfork,Jeffrey D. Mettler,120706665,6,1760829.74,1603577.49,157252.25,549879,392626.86,157252.14,54332.74,46342.63,7990.11
Randolph County,Janet Krull,120706659,6,2175420.05,1990849.86,184570.19,763740,579169.71,184570.29,63660.84,54298.99,9361.85
Springfield,Harvey & Glenn Inc.,120706657,5,4966465.39,4511033.52,455431.87,1747848,1292416.13,455431.87,156913.79,133838.23,23075.56
South Elgin,"Village Squire South, Inc.",120706654,6,3024493.28,2723908.79,300584.49,1115257,814672.51,300584.49,103924.2,88641.23,15282.97
Petersburg,"LUCKY 8, INC.",120706652,6,2633909.91,2400417.77,233492.14,960453,726960.86,233492.14,80559.08,68712.18,11846.9
Springfield,Hallie & Glenn Inc.,120706651,3,834285.81,781171.43,53114.38,352210,299095.62,53114.38,18304.56,15612.7,2691.86
Hoffman Estates,"Double K & A, Inc.",120706650,6,6407919.64,5778566.15,629353.49,2411195,1781696.56,629498.44,217399.13,185428.69,31970.44
Fairview Heights,"Lucy's Place, LLC",120706635,6,6957674.52,6380719.09,576955.43,2478298,1901342.57,576955.43,198921,169667.91,29253.09
Centralia,"Lucy's Place, LLC",120706634,6,9293747.15,8532425.14,761322.01,2563381,1802058.99,761322.01,262563,223950.79,38612.21
Springfield,"DENKAR, Inc.",120706581,6,8449941.86,7735576.5,714365.36,2666865,1952479.64,714385.36,246439.39,210198.31,36241.08
Sangamon County,"Blue Grouch, Inc.",120706580,6,3506831.16,3219706.75,287124.41,1167330,880205.77,287124.23,99192.11,84605.01,14587.1
Mount Carmel,"Lucy's Place, LLC",120706578,6,4533885.24,4140537.24,393348,1350532,957154.48,393377.52,135687.67,115733.59,19954.08
Marion,"Lucy's Place, LLC",120706577,6,3276268.66,2997828.18,278440.48,1039264,760823.52,278440.48,96143.77,82004.98,14138.79
